직종,세부직종,직무태그,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_y,근무경력_m,근무경력_d
IT·게임,웹프로그래머,"윈도우,클라이언트프로그램,유닉스,UNIX,서버프로그램,모바일,Unity,유니티,게임프로그램,Java,Jquery,JavaScript,MFC,VC,C프로그래밍","정규직, 계약직, ","경기,경기,경기",한국산업기술대학교,전파학과,없음,有,80.0,13,10,5045
건설·기계·전기·전자,기계·기계설계·기계설비,"기계,기계공학,기계조립,자동화설비","정규직, 계약직","경기,경기,서울",수원대학교,기계공학과,없음,有,80.0,0,10,300
경영·기획·회계·사무,경영·기획·전략,"해외영업,마케팅,기획",정규직,"서울,인천,",전주대학교,물리학과,JLPT,有,70.0,0,0,0
경영·기획·회계·사무,무역·수출입·운송사무,"일본어,무역사무,통역,경리,수입통관",정규직,"부산,경남,경기",동아대학교,무역학과,JLPT,有,60.0,3,0,1095
재료·화학·섬유·의복,섬유·의복,"아동복디자인,우븐디자인,데님디자인,패션디자인,소재디자인",정규직,"서울,,",인천대학교,디자인학과,없음,有,80.0,3,3,1185
경영·기획·회계·사무,경영·기획·전략,"해운,벌크,전용선,벌크기획,해외영업,용대선,chartering",정규직,"서울,경기,경기",이화여자대학교,영문학과,없음,無,60.0,18,0,6570
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,온라인마케팅,해외마케팅,온라인광고,이벤트,프로모션,광고기획,홍보",정규직,"서울,,",동덕여자대학교,영문학과,없음,無,90.0,3,0,1095
경영·기획·회계·사무,비서·인포메이션·수행·안내,"일본어,비서,경리,금융,무역",기타,"서울,전북,",호원대학교,안경학과,없음,無,90.0,0,0,0
IT·게임,웹기획·웹마케팅·PM,"IT,서버관리,서버운영,시스템관리,시스템운영,DBA,QA,QC,사업기획,사업제한,품질관리",정규직,"서울,경기,대전",한밭대학교,전파학과,없음,有,70.0,15,11,5805
경영·기획·회계·사무,경리·회계,"재무,회계",기타,"서울,경기,인도네시아",세종대학교,경영학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,비서·인포메이션·수행·안내,비서,정규직,"서울,인천,경기",경기대학교,경영학과,TOEIC Speaking,有,60.0,7,8,2795
경영·기획·회계·사무,물류·유통관리,관리업무,기타,"서울,경기,",경기대학교,경영학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,물류·유통관리,관리업무,기타,"서울,경기,",경기대학교,경영학과,없음,無,60.0,0,0,0
건설·기계·전기·전자,기계·기계설계·기계설비,"MechanicalEngineer,기구설계,사출금형,플라스틱설계,자동차부품설계개발",정규직,"경기,서울,",한국산업기술대학교,기계공학과,없음,有,60.0,7,10,2855
재료·화학·섬유·의복,제약·의약,"제약영업,제약,거래처관리",정규직,"서울,,",한림대학교,체육학과,없음,無,70.0,7,5,2705
경영·기획·회계·사무,사무·총무·법무,리서치,정규직,"서울,경기,해외",동덕여자대학교,가정관리학과,없음,無,70.0,2,0,730
재료·화학·섬유·의복,섬유·의복,"아웃도어,키즈",정규직,"서울,,",동덕여자대학교,디자인학과,없음,有,80.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"핸드백 기획, 핸드백 디자인, 핸드백 해외영업",정규직,"서울,서울,서울",성신여자대학교,유학,없음,有,80.0,5,2,1885
경영·기획·회계·사무,마케팅·마케팅기획,"기획,전략기획,마케팅,마케팅 기획",기타,"서울,서울,광주",중앙대학교,무역학과,TOEIC,無,80.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"영업관리,거래처관리,백화점영업,대리점영업,마트영업,쇼핑몰영업,아울렛영업",정규직,"서울,경기,인천",서울과학기술대학교,매체공학,없음,有,80.0,2,0,730
건설·기계·전기·전자,반도체·디스플레이·광학,품질기술연구,정규직,"인천,경기,경기",인천대학교,소재학과,없음,無,80.0,5,1,1855
재료·화학·섬유·의복,섬유·의복,"브랜드영업,매장기획,매장관리,매장영업관리",정규직,"서울,경기,",성결대학교,사회학과,없음,有,80.0,0,0,0
영업·판매·TM,영업·영업기획,"영업,기획,전략,관리",기타,"부산,서울,전국",동서대학교,전파학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"무역,물류,무역",정규직,"서울,해외,경기",연세대학교,정치학과,없음,無,70.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"아동복디자인,우븐디자인,데님디자인,패션디자인,소재디자인",정규직,"서울,,",인천대학교,디자인학과,없음,有,80.0,3,3,1185
경영·기획·회계·사무,마케팅·마케팅기획,"영업,영업관리,유통",정규직,"서울,경기,인천",서울과학기술대학교,소재학과,없음,有,71.66666666666667,5,2,1885
경영·기획·회계·사무,마케팅·마케팅기획,"브랜딩,마케팅기획,온라인마케팅,패션마케팅,광고,광고관리,광고기획,광고제작,온라인광고,이벤트,프로모션,홍보,브랜딩,PPL,스포츠마케팅,마케팅",정규직,"서울,서울,서울",수원대학교,유학,없음,無,60.0,3,8,1335
IT·게임,"응용프로그래머(Unix,Linux,Java)","VB,JAVA,NET",정규직,"서울,경기,해외",한국산업기술대학교,비즈니스과,없음,有,80.0,4,4,1580
재료·화학·섬유·의복,섬유·의복,"골프웨어MD,스포츠MD,상품기획",정규직,"서울,,",한성대학교,디자인학과,없음,有,60.0,6,9,2460
경영·기획·회계·사무,경영·기획·전략,회계,정규직,"서울,,",상지대학교,행정학과,없음,無,70.0,14,0,5110
IT·게임,웹프로그래머,"ASP , MS - SQL , NT , 웹프로그래머 , 웹개발 , 웹마스터 , PM",기타,"서울,경기,해외",성균관대학교,영문학과,TOEIC,有,90.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"관리 , 마케팅 , 영업관리 , 기획 , 일반사무",기타,"서울,경기,강원",한림대학교,경제학과,없음,有,70.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"골프웨어 디자이너,  스포츠웨어 디자이너",정규직,"서울,경기,인천",수원대학교,디자인학과,없음,有,80.0,5,0,1825
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,CRM,식품가공,식품,식품개발,거래처관리,대리점관리,매장관리,매출관리,영업관리,영업기획,영업지원,영업기획,거래선개발,거래처관리,고객관리,국내영업,식품영업,유통영업,일반영업",정규직,"서울,경기,대전",한림대학교,화학과,없음,無,60.0,15,6,5655
재료·화학·섬유·의복,섬유·의복,"남성복,스포츠,아웃도어",정규직,"서울,,",동덕여자대학교,디자인학과,없음,有,80.0,1,0,365
재료·화학·섬유·의복,섬유·의복,여성복 디자이너,정규직,"서울,서울,서울",수원대학교,디자인학과,없음,無,90.0,4,0,1460
재료·화학·섬유·의복,섬유·의복,"의복,매장관리,대리점관리",정규직,"서울,경기,강원",상지대학교,경영학과,없음,無,70.0,20,8,7540
IT·게임,웹디자인,"웹디자인 , PhotoShop , HTML , 드림위버 , Flash",기타,"서울,,",동의대학교,전산학과,없음,無,71.30162703379224,0,0,0
재료·화학·섬유·의복,섬유·의복,"R&D,기술개발,연구,기술연구소,과학",계약직,"경기,경기,경기",인천대학교,소재학과,TOEIC,無,80.0,1,0,365
재료·화학·섬유·의복,섬유·의복,"마케팅,마케팅기획,사업기획,온라인마케팅,패션마케팅,해외마케팅,CRM,광고,광고관리,언론홍보,광고제작,온라인광고,이벤트,프로모션,홍보,PR,브랜딩,PPL,홍보대행,프로모션대행","정규직, 해외취업","중국,서울,제주",수원대학교,디자인학과,없음,無,80.0,10,1,3680
경영·기획·회계·사무,무역·수출입·운송사무,"무역,수출입",정규직,"서울,경기,",성균관대학교,회계학과,없음,無,70.0,21,0,7665
재료·화학·섬유·의복,섬유·의복,홍보 담당,정규직,"서울,서울,서울",동덕여자대학교,디자인학과,없음,無,70.0,3,0,1095
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,품질보증,ISO,QC,QA,생산,생산관리,생산기술,TPM","정규직, 해외취업","경기,인천,경남",성균관대학교,경영학과,OPIc,有,60.0,4,0,1460
재료·화학·섬유·의복,섬유·의복,"마케팅, 홍보, 마케터",정규직,"서울,경기,",세종대학교,경영학과,TOEIC,有,90.0,0,0,0
디자인,의류·패션·잡화디자인,"우븐,다이마루,토탈,공장핸들링,해외오더,일러스트,4년대졸,코디",정규직,"경기,서울,기타",동덕여자대학교,디자인학과,없음,無,90.0,4,0,1460
경영·기획·회계·사무,사무·총무·법무,"영업,해외영업,무역사무,수출입,영업관리",정규직,"서울,경기,부산",동아대학교,무역학과,TOEIC,無,80.0,3,1,1125
경영·기획·회계·사무,사무·총무·법무,"총무,자산관리,유형자산",정규직,"인천,서울,경기",인천대학교,경제학과,TOEIC,有,70.0,5,4,1945
재료·화학·섬유·의복,섬유·의복,"거래처관리,대리점관리,매장관리,매출관리,영업관리",정규직,"서울,,",한림대학교,법학과,없음,有,69.41176470588235,7,3,2645
경영·기획·회계·사무,경리·회계,"감사,결산,CFA,회계,감사,결산",정규직,"서울,서울,서울",연세대학교,경영학과,TOEIC Speaking,有,80.0,3,11,1425
재료·화학·섬유·의복,섬유·의복,"MD, 기획, 전략, 분석",정규직,"서울,,",동아대학교,조경학과,없음,無,70.0,10,7,3860
기술·과학·산업,연구개발·R&D,"cfd,material,연구개발,aerodynamics",정규직,"대전,대전,충북",성균관대학교,화학과,없음,無,80.0,8,4,3040
재료·화학·섬유·의복,섬유·의복,"수입 브랜드 MD, 바잉 MD",정규직,"서울,경기,",서울과학기술대학교,시각학과,TOEIC Speaking,無,70.0,4,3,1550
재료·화학·섬유·의복,섬유·의복,"온라인, 홈쇼핑, 매장관리, 영업MD",정규직,"서울,서울,서울",세종대학교,경영학과,없음,無,80.0,11,0,4015
재료·화학·섬유·의복,섬유·의복,"영업지원, 영업관리",정규직,"서울,경기,",세종대학교,경영학과,TOEIC,有,90.0,0,0,0
재료·화학·섬유·의복,섬유·의복,영업관리,정규직,"서울,경기,전국",선문대학교,행정학과,없음,有,70.0,0,5,150
재료·화학·섬유·의복,섬유·의복,"캐주얼디자이너, 상품기획, 여성복디자이너, 바잉엠디",정규직,"서울,서울,서울",성신여자대학교,디자인학과,TOEIC,無,80.0,1,0,365
경영·기획·회계·사무,경리·회계,"회계,재무,자금,경리,세무,결산,관리,급여관리",기타,"서울,인천,경기",성공회대학교,영문학과,없음,無,73.61344537815125,0,0,0
재료·화학·섬유·의복,섬유·의복,"패션디자인, 여성복디자이너, 상품기획, 마케팅",정규직,"서울,인천,",인천대학교,디자인학과,없음,有,80.0,1,3,455
재료·화학·섬유·의복,섬유·의복,의류 해외영업,정규직,"서울,부산,기타",신라대학교,디자인학과,OPIc,有,80.0,1,4,485
경영·기획·회계·사무,마케팅·마케팅기획,"MD,패션마케팅,업무제휴,브랜딩,홍보,광고디자인,해외마케팅,해외영업,해외사업,일러스트,포토샵,VMD,여성복디자인,텍스타일디자인,잡화디자인","정규직, ","서울,부산,",서울여자대학교,시각학과,TOEIC Speaking,無,80.0,4,7,1670
경영·기획·회계·사무,무역·수출입·운송사무,"재무,무역,물류관리",정규직,"서울,서울,",서울여자대학교,경영학과,TOEIC,有,60.0,4,6,1640
경영·기획·회계·사무,경영·기획·전략,"경영전략,경영기획",정규직,"서울,,",성균관대학교,경영학과,없음,無,70.0,7,0,2555
전문·교육·자격,법률·법무·특허·상표,금융,기타,"서울,경기,전국",상지대학교,법학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,구매·자재사무,"구매,SCM,외자구매,구매관리,외주관리,생산관리,발주,구매자재,자재관리,자재,자재입출고,재고관리,자재통합,창고관리,전자,전장설계,전기,회로설계",정규직,"충남,서울,대전",호원대학교,전파학과,없음,有,80.0,16,0,5840
IT·게임,운영·Helpdesk·컨텐츠관리,"관리,홍보,관리,매장관리,고객지원",기타,"부산,,",동의대학교,경영학과,없음,有,70.0,3,4,1215
경영·기획·회계·사무,구매·자재사무,"자재관리,제품관리,총무,노무,EXCEL,한글97,대형면허",기타,"충북,,",중앙대학교,경제학과,없음,無,70.0,0,0,0
건설·기계·전기·전자,건설·토목·건축설비,수질환경,정규직,"서울,경기,인천",제주대학교,생물학과,없음,有,73.5408560311284,8,2,2980
재료·화학·섬유·의복,섬유·의복,디자이너,정규직,"서울,서울,서울",동의대학교,디자인학과,없음,無,80.0,3,8,1335
디자인,의류·패션·잡화디자인,"아동복경력2년,우븐,니트,악세사리디자인경력,영어회화,포토샵,일러스트,PPT,아동복디자인,우븐디자인,패션디자인",정규직,"서울,미국,해외",동덕여자대학교,디자인학과,없음,有,80.0,3,0,1095
IT·게임,서버·네트워크·보안,"일본어,시스템엔지니어,MCSE,MCDBA,",기타,"서울,부산,해외",동의대학교,무역학과,없음,有,71.30162703379224,0,0,0
경영·기획·회계·사무,경영·기획·전략,"플랜트구매,플랜트계장엔지니어,외국계임원비서",정규직,"서울,경기,서울",동덕여자대학교,영문학과,TOEIC,無,70.0,4,6,1640
